fattigdomsorienteret,0,
uklar,-1,
afrikansk,0,
oplagt|oplægge,0,
uformel,0,
generalsekretær,0,
stubkjære,0,
rig|rige,0,
statsløs,0,
formodentlig,0,
øvre,0,
næstkommende,0,
skyldig,-1,
korrekt,1,
stram,0,
formålsløs,-1,
nyuddannet,0,
samvittighedsfuld,0,
småborgerlig,0,
rank|ranke,0,
velforberedt,1,
vandkæmmet,0,
velklædt,0,
kæk,1,
nådig,1,
kulturkonservativ,0,
deslige,0,
eksklusiv,0,
skide|skid,-1,
opportun,0,
fræk,0,
ond|onde,-1,
åndssvag,-1,
nævenyttig,-1,
intellektuel,0,
kæmpestor,0,
islamofobisk,-1,
polemisk,0,
retssikkerhedsmæssig,0,
national-konservativ,0,
kristelig,0,
organisatorisk,0,
transnational,0,
hadsk,-1,
uanfægtet,0,
uværdig,-1,
totalitær,-1,
apolitisk,0,
seriøs,0,
etårig,0,
japansk,0,
personfølsom,0,
multilateral,0,
hemmelig,0,
utilsigtet,0,
udemokratisk,-1,
storstilet,0,
ovenstående,0,
fredag:»lig,0,
ultrakort,0,
høflig,1,
bister,-1,
tv-studium,0,
formel,0,
nato-generalsekretær,0,
kurdisk,0,
modstræbende,0,
sydeuropæisk,0,
historieløs,0,
velfærdsrettighed,1,
taberregionpå,0,
fuldgyldig,0,
me,0,
naiv,-1,
landsdækkende,0,
samfundsvidenskabelig,0,
bioteknologisk,0,
nanoteknologisk,0,
12-årig,0,
levende|leve,0,
nærværende,0,
afstumpet|afstumpe,-1,
iskold,-1,
psykiatrisk,0,
lægefaglig,0,
tværfaglig,0,
unægtelig,0,
slunken,-1,
af…»se,0,
utålmodig,-1,
bombastisk,0,
nemlig,0,
tam,0,
holdningsmæssig,0,
tilbagevirkende,0,
arbejdsmæssig,0,
dum,-1,
vitterlig,0,
brat,0,
vanlig,0,
tosproget,0,
smal,0,
decentral,0,
red|rede,0,
hensigtsmæssig,1,
modtagelig,0,
velbeskreven|velbeskrevet,1,
ugentlig,0,
rigid,-1,
spareivrig,0,
mærkbar,0,
bagvedliggende,0,
dyrekøbt,-1,
sparsom,0,
yderst,0,
æstetisk,1,
tvetydig,0,
gunstig,1,
succesfuld,1,
velbetalt,1,
indfri,0,
blød|bløde,0,
utilsløret,0,
uantastet,1,
lysegrøn,0,
rekordlav,0,
risikobetonet,0,
stabil,1,
perfekt,1,
gangbar,1,
ubegrænset,0,
asiatisk,0,
cirkulær,0,
lukrativ,1,
intakt,0,
indiskutabel,0,
uproblematisk,1,
glædelig,1,
forhaste|forhastet,0,
evindelig,0,
bunkevis,0,
mundtlig,0,
ugyldig,-1,
sovjetisk,0,
sikkerhedspolitisk,0,
russisk,0,
vidtløftig,0,
ærekrænkende,-1,
institutionel,0,
fuldstæn,0,
velfærdsforlig,0,
globaliseringsforlig,0,
15-17-årig,0,
separat,0,
uhørt,0,
velfærdsaftale,0,
rask,1,
ekstern,0,
overenskomstmæssig,0,
kreativ,1,
respektløs,-1,
attraktiv,1,
umoralsk,-1,
mangeårig,0,
indgroet,0,
behagelig,1,
energi-rigtig,1,
energimæssig,0,
energirigtig,1,
skrap,-1,
førstebehandle,0,
eldrevet|eldreven,0,
indenrigspolitisk,0,
hovedsagelig,0,
taske,0,
76-årig,0,
grænseoverskridende,-1,
sammenlignelig,0,
provisionslønnet,0,
tvinge|tvungen,-1,
